Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Eco,Class_Eco Plus
58,5083.5,3,3,5,3,1,2,3,5,5,5,5,5,5,5,50,0.0,1,False,False,False,False,False
33,2256.0,0,4,0,1,3,0,3,3,3,2,5,3,4,3,50,0.0,1,True,False,True,True,False
50,1107.0,5,5,5,4,4,5,3,4,3,2,4,4,5,4,50,30.0,1,True,False,True,False,True
71,750.0,3,3,3,4,3,3,3,3,4,1,4,4,3,3,50,0.0,0,True,False,True,True,False
40,1567.5,3,3,3,4,5,3,5,5,4,3,3,4,3,5,121,68.0,0,False,True,False,True,False
73,1033.5,3,5,3,5,2,4,5,2,2,3,2,5,2,4,96,41.0,0,True,False,True,False,False
81,619.5,2,3,3,3,4,2,3,2,2,2,2,2,2,2,50,4.0,0,True,False,False,False,False
55,702.0,3,5,3,1,3,3,3,3,4,2,4,3,5,3,65,0.0,0,False,False,True,True,False
69,201.0,3,0,3,5,5,3,5,5,5,2,4,4,5,5,50,0.0,0,True,False,True,True,False
41,3879.0,3,3,3,2,3,3,3,5,5,5,4,3,4,3,86,10.0,0,False,True,False,False,False
65,5461.5,5,5,5,5,2,4,5,4,4,4,4,3,4,3,50,0.0,1,True,False,False,False,False
78,1041.0,0,5,0,1,2,5,4,5,5,0,5,4,5,4,50,0.0,1,False,False,True,True,False
59,213.0,3,3,5,3,5,5,4,5,5,5,3,5,5,4,59,0.0,1,False,False,False,False,False
75,441.0,2,4,2,4,2,2,2,2,5,5,4,3,5,2,50,0.0,0,True,False,True,True,False
59,1914.0,2,4,2,3,5,2,1,5,3,3,3,5,5,5,93,27.0,0,True,False,True,False,True
83,2874.0,1,4,1,5,5,3,1,3,3,1,3,3,3,5,50,0.0,0,False,False,True,True,False
42,1575.0,4,4,4,3,2,4,2,2,3,3,4,5,4,2,50,0.0,1,True,True,False,False,False
27,898.5,5,0,5,4,4,5,4,4,3,5,4,4,4,4,50,0.0,1,True,True,False,True,False
24,3187.5,1,5,2,5,3,2,1,3,3,1,4,4,1,3,50,0.0,0,False,False,True,True,False
63,151.5,2,5,2,2,5,2,2,5,5,4,5,4,5,5,66,16.0,0,True,False,True,False,True
57,5497.5,5,5,5,5,3,4,2,5,5,5,5,1,5,3,50,0.0,1,False,False,False,False,False
71,820.5,2,0,3,2,2,3,4,5,5,3,5,4,5,3,50,0.0,0,False,False,True,True,False
58,2286.0,2,2,2,2,4,5,4,4,4,4,4,3,4,3,50,0.0,1,True,False,False,False,False
42,1119.0,1,1,1,4,4,1,4,4,4,4,4,1,4,4,136,77.0,0,False,True,False,False,True
72,976.5,4,4,4,1,2,3,3,3,3,4,3,5,3,1,57,0.0,1,False,False,True,True,False
42,3598.5,0,0,0,3,5,0,5,5,1,2,5,4,1,5,50,6.0,1,False,False,False,False,True
46,3466.5,5,1,5,2,5,1,5,5,4,4,1,1,1,5,52,0.0,1,True,False,True,True,False
53,733.5,2,2,2,2,4,3,2,2,2,2,2,3,2,3,59,10.0,0,False,False,False,False,False
66,453.0,3,5,3,3,2,5,4,5,5,5,5,4,5,4,51,0.0,1,False,False,False,False,False
44,4050.0,4,4,4,4,4,4,4,4,4,5,5,5,4,4,50,0.0,1,False,False,False,False,False
60,391.5,5,5,5,5,4,5,4,4,4,5,4,3,4,5,50,0.0,1,False,False,False,False,False
39,537.0,1,4,1,3,2,1,2,2,4,5,4,3,4,2,50,0.0,0,True,True,False,True,False
84,1011.0,2,1,2,3,3,4,4,2,2,2,2,2,2,3,50,0.0,0,False,False,True,True,False
67,1143.0,1,0,0,4,3,0,3,3,3,4,4,2,3,3,50,0.0,0,True,True,False,True,False
43,2005.5,3,3,3,3,5,5,5,5,5,3,5,3,5,5,67,4.0,1,False,False,False,False,False
49,826.5,4,4,4,4,4,4,5,5,5,5,5,5,5,3,64,46.0,1,False,False,False,False,False
33,1221.0,0,0,0,1,5,0,5,5,5,2,4,5,5,5,105,58.0,1,True,True,False,True,False
54,874.5,3,3,3,3,4,4,5,4,4,4,4,5,4,3,116,61.0,1,True,False,False,False,False
63,1068.0,2,4,4,4,1,2,3,2,2,2,2,2,2,2,50,19.0,0,False,False,False,True,False
31,2605.5,2,5,2,3,1,2,1,1,4,5,4,5,4,1,50,3.0,0,False,False,True,True,False
34,1332.0,2,2,2,4,1,2,1,1,4,2,3,4,4,1,50,0.0,0,True,True,False,True,False
48,555.0,3,4,3,3,2,3,2,2,4,4,3,1,3,2,54,0.0,0,True,False,True,False,False
59,5743.5,1,1,1,1,2,5,4,4,4,4,4,3,4,3,50,0.0,1,True,False,False,False,False
71,1296.0,2,5,2,1,5,2,5,5,4,3,5,5,5,5,50,0.0,0,True,False,True,True,False
40,2413.5,1,1,1,4,5,1,5,5,1,2,2,4,4,5,70,6.0,0,False,False,True,True,False
61,670.5,5,4,5,1,4,5,5,5,5,5,5,3,5,5,73,15.0,1,False,False,True,True,False
65,4014.0,3,3,3,4,3,2,2,4,1,3,3,2,5,2,50,0.0,0,True,False,True,False,True
79,306.0,5,3,3,3,5,5,5,5,5,2,1,1,4,5,50,0.0,1,True,False,False,True,False
51,298.5,2,2,2,2,3,1,3,5,5,5,4,4,5,4,50,0.0,1,True,False,False,False,False
53,3796.5,1,1,1,1,2,1,2,3,3,4,3,4,3,5,50,3.0,1,True,False,False,False,False
55,643.5,2,0,2,4,1,2,1,1,1,3,4,2,5,1,50,0.0,0,True,True,False,True,False
59,739.5,4,5,4,5,3,1,2,4,4,4,4,1,4,2,50,0.0,1,False,False,False,False,True
32,2511.0,1,4,1,5,5,1,5,5,3,3,3,5,2,5,91,40.0,0,False,False,True,True,False
74,4680.0,0,0,0,3,1,4,1,4,4,4,4,1,4,2,65,14.0,1,True,False,False,False,False
40,825.0,3,2,2,3,2,2,2,2,1,1,4,4,4,2,53,3.0,0,False,False,True,True,False
71,5233.5,2,2,2,2,2,4,5,4,4,4,4,5,4,5,58,0.0,1,False,False,False,False,False
54,100.5,5,1,1,1,5,5,5,1,5,3,4,5,5,5,408,410.0,1,False,False,False,True,False
36,2659.5,1,1,1,3,3,1,3,3,5,2,4,3,4,3,60,15.0,0,False,True,False,True,False
50,619.5,4,3,4,3,4,4,4,4,4,3,2,4,4,4,102,43.0,0,False,True,False,True,False
32,1096.5,3,3,3,3,2,3,2,2,2,1,3,1,3,2,50,0.0,0,True,True,False,True,False
62,240.0,2,4,4,4,5,4,4,3,3,3,2,1,3,2,71,52.0,0,True,False,False,False,False
69,2196.0,5,5,5,5,5,5,4,4,4,4,4,3,4,4,50,0.0,1,False,False,False,False,False
43,3112.5,4,4,4,4,1,4,1,1,4,5,4,4,5,1,50,0.0,1,True,True,False,False,False
58,2335.5,4,4,4,4,2,5,4,4,4,4,4,5,4,4,50,0.0,1,False,False,False,False,False
59,609.0,2,1,1,1,1,4,3,2,2,2,2,4,2,4,65,10.0,0,False,False,False,True,False
77,379.5,3,2,0,4,1,0,1,1,3,3,3,4,3,1,50,0.0,0,True,False,True,True,False
69,1788.0,1,5,1,3,3,1,4,3,4,5,4,5,4,3,51,3.0,0,True,False,True,True,False
35,621.0,2,1,2,3,5,2,5,5,1,2,3,2,2,5,50,0.0,0,True,True,False,True,False
23,555.0,2,1,4,3,3,4,3,3,3,3,3,1,4,3,69,12.0,0,True,False,True,True,False
67,760.5,2,4,3,4,5,3,5,5,1,1,3,2,4,5,50,0.0,0,True,True,False,True,False
35,585.0,5,5,5,1,1,5,1,1,5,2,5,4,4,1,124,69.0,1,True,True,False,False,False
79,918.0,4,4,4,4,3,3,2,2,2,4,2,4,2,3,61,32.0,1,False,False,True,True,False
37,1000.5,4,4,4,3,4,4,4,4,5,3,4,5,5,4,50,0.0,0,False,False,True,False,False
43,4668.0,4,4,4,4,5,4,5,5,3,3,5,5,4,5,50,0.0,1,True,False,False,False,False
76,492.0,3,4,3,1,3,3,3,3,1,1,5,4,2,3,50,0.0,0,True,False,True,True,False
32,946.5,2,5,2,2,1,2,1,1,4,5,5,5,5,1,151,118.0,0,False,False,True,True,False
78,742.5,2,2,2,2,2,5,5,5,5,5,5,5,5,4,66,9.0,1,True,False,False,False,False
47,3273.0,1,3,0,1,4,0,4,4,2,5,4,2,3,4,50,0.0,0,True,False,True,True,False
28,543.0,1,5,1,3,5,1,5,5,5,2,5,5,4,5,76,18.0,0,False,False,True,True,False
82,133.5,3,1,3,3,3,3,3,3,4,1,3,2,4,3,50,0.0,0,True,False,True,True,False
39,3450.0,2,2,2,2,4,5,4,4,3,5,4,5,4,4,50,0.0,1,True,False,False,False,False
64,1431.0,2,3,3,2,4,3,5,4,4,2,2,5,3,4,50,0.0,0,False,True,False,True,False
61,5365.5,5,5,5,5,2,5,5,4,4,4,4,3,4,4,50,0.0,1,True,False,False,False,False
60,1344.0,4,5,4,4,4,1,1,5,3,5,4,1,4,1,192,134.0,0,False,False,True,False,False
70,816.0,3,3,3,3,3,3,3,3,3,5,2,3,3,3,50,11.0,0,True,False,False,True,False
61,1759.5,3,4,3,2,3,4,4,1,1,3,1,3,1,4,50,0.0,0,False,False,True,True,False
70,2616.0,4,4,4,4,5,4,5,4,4,4,4,5,4,4,50,0.0,1,False,False,False,False,False
43,1717.5,1,5,1,2,4,1,4,4,3,5,3,4,5,4,50,0.0,0,False,False,True,True,False
39,505.5,2,3,2,3,1,2,1,1,4,5,3,3,3,1,89,44.0,0,True,False,True,False,True
62,5892.0,4,5,4,4,5,5,5,4,4,4,4,5,4,3,50,11.0,1,True,False,False,False,False
38,579.0,2,2,2,3,5,2,5,5,3,4,3,1,3,5,50,0.0,0,True,True,False,True,False
62,237.0,5,5,4,5,3,4,4,3,3,4,4,4,3,4,50,0.0,1,True,False,False,False,False
52,1228.5,3,3,3,3,5,4,5,4,4,4,4,5,4,5,103,55.0,1,False,False,False,False,False
43,3108.0,5,5,5,5,5,5,5,5,3,4,4,5,5,5,110,121.0,1,True,False,False,False,False
75,339.0,3,5,3,4,2,3,3,2,5,5,4,3,4,2,50,0.0,0,True,False,True,True,False
54,1432.5,3,3,3,3,5,5,4,4,4,4,4,5,4,4,50,0.0,1,True,False,False,False,False
52,3037.5,2,3,4,3,1,3,4,2,2,2,2,4,2,2,50,0.0,0,False,False,False,False,False
56,3145.5,1,1,1,1,4,2,4,5,5,4,5,1,5,2,64,16.0,1,False,False,False,False,False
54,619.5,2,0,2,5,3,2,3,3,4,3,1,4,2,3,50,0.0,0,True,True,False,True,False
24,574.5,3,5,3,1,4,3,4,4,3,3,4,4,5,4,50,0.0,0,True,False,True,True,False
44,1486.5,2,2,2,2,1,2,1,1,4,3,3,2,2,1,55,0.0,0,True,True,False,True,False
72,2407.5,5,5,5,5,3,1,3,4,4,4,5,1,4,4,79,49.0,1,False,False,False,False,False
58,5410.5,4,4,4,4,4,5,4,4,4,4,4,4,4,5,50,0.0,1,False,False,False,False,False
59,2100.0,0,3,0,2,1,0,1,1,5,5,1,2,1,1,57,0.0,1,True,False,True,False,True
53,2620.5,1,3,1,1,4,5,1,5,5,5,5,4,5,2,76,4.0,1,True,False,False,False,False
38,2934.0,4,2,2,2,4,4,2,4,1,1,2,2,4,4,53,0.0,0,True,False,False,False,True
55,2557.5,1,1,1,1,5,4,5,4,4,4,4,4,4,3,50,0.0,1,False,False,False,False,False
63,4464.0,3,3,3,3,2,4,4,5,5,5,5,4,5,4,66,5.0,1,False,False,False,False,False
79,687.0,2,1,2,4,3,2,3,3,3,1,3,4,4,3,50,0.0,0,True,False,True,True,False
64,1084.5,5,5,5,5,2,4,5,4,4,4,4,3,4,5,50,0.0,1,True,False,False,False,False
60,2430.0,4,5,5,5,5,2,4,4,4,4,4,4,4,4,51,18.0,0,True,False,False,False,False
24,598.5,1,4,1,3,4,1,4,4,3,5,4,3,5,4,50,19.0,0,False,False,True,True,False
68,415.5,4,4,0,4,5,0,4,5,2,4,4,1,3,5,62,25.0,1,True,False,True,True,False
62,3879.0,1,3,1,2,1,3,3,4,1,3,2,3,3,3,76,19.0,0,True,False,True,True,False
34,2343.0,4,4,4,2,4,4,4,4,5,2,4,4,5,4,50,0.0,0,True,False,True,True,False
50,2592.0,2,4,4,4,3,2,4,2,2,2,2,4,2,2,50,6.0,0,False,False,False,False,False
53,708.0,4,4,4,5,5,4,5,5,4,4,4,5,4,5,102,49.0,1,True,True,False,False,False
44,1869.0,3,4,3,3,2,3,2,2,4,4,4,3,4,2,50,0.0,0,False,False,True,False,True
26,339.0,2,4,2,3,3,2,3,3,4,3,4,3,1,3,50,0.0,0,True,False,True,True,False
63,421.5,4,5,4,3,3,4,3,3,1,5,3,1,5,3,61,1.0,0,True,False,True,True,False
47,1033.5,3,1,1,1,3,3,3,3,1,4,3,4,3,3,50,0.0,0,True,False,False,True,False
51,3174.0,1,1,1,1,2,4,2,5,5,5,5,3,5,5,102,70.0,1,False,False,False,False,False
64,1264.5,2,2,2,2,3,5,5,4,4,3,4,5,4,3,53,5.0,1,False,False,False,False,False
57,657.0,2,0,2,2,2,2,2,2,3,1,3,4,5,2,84,36.0,0,True,True,False,True,False
28,3651.0,2,5,2,3,2,2,2,2,3,3,3,3,5,2,50,0.0,0,False,False,True,True,False
53,3957.0,3,3,3,3,4,4,3,3,3,3,3,3,3,3,50,0.0,0,False,False,False,False,False
31,1603.5,0,5,0,2,2,0,2,2,5,2,5,5,4,2,50,0.0,1,False,False,True,True,False
39,942.0,3,3,5,3,5,5,5,5,1,5,5,1,4,5,50,0.0,1,False,False,False,False,False
35,906.0,0,4,0,2,1,0,1,1,3,4,5,4,4,1,50,3.0,1,False,True,False,False,False
70,444.0,1,1,1,1,5,4,5,5,5,5,5,3,5,4,66,6.0,1,True,False,False,False,False
37,961.5,3,5,4,1,2,4,2,2,5,2,5,4,5,2,91,50.0,0,False,False,True,True,False
45,2968.5,5,5,3,5,5,5,5,5,5,5,4,3,5,5,75,24.0,1,True,False,False,False,False
40,1569.0,2,2,2,1,5,2,5,5,2,5,3,1,5,5,50,0.0,0,True,True,False,True,False
73,3190.5,4,2,2,2,2,3,4,4,4,4,4,3,4,3,51,0.0,0,False,False,False,False,False
35,2364.0,3,1,2,2,3,3,3,3,2,1,4,4,3,3,51,24.0,0,True,False,False,False,False
35,238.5,2,4,3,3,5,3,5,5,2,2,4,3,3,5,59,42.0,0,False,True,False,True,False
65,1572.0,2,2,2,3,4,2,4,4,4,5,3,2,3,4,50,0.0,0,False,True,False,False,True
59,2463.0,5,5,5,5,3,5,5,5,5,5,5,3,5,5,53,1.0,1,True,False,False,False,False
73,2620.5,1,3,3,3,5,2,2,1,1,1,1,4,1,2,79,21.0,0,True,False,False,False,False
55,2616.0,4,4,4,4,3,2,3,4,4,4,4,3,4,2,63,31.0,0,False,False,False,False,False
46,163.5,4,2,4,2,4,4,4,4,1,4,2,1,2,4,50,0.0,0,False,False,True,True,False
77,1525.5,1,3,2,4,1,2,1,1,3,4,4,3,4,1,50,3.0,0,True,False,True,True,False
65,1033.5,2,4,4,4,2,2,2,2,3,1,3,1,4,2,51,0.0,0,True,False,False,True,False
84,1405.5,4,4,4,3,2,3,3,3,3,4,3,2,3,3,51,17.0,0,False,False,True,True,False
53,699.0,3,4,3,1,1,3,4,1,5,2,5,5,4,1,50,0.0,0,True,False,True,True,False
54,3688.5,2,2,2,2,5,4,5,4,4,4,4,5,4,3,71,9.0,1,False,False,False,False,False
46,187.5,1,1,1,4,5,1,5,5,3,5,3,2,3,5,50,0.0,0,False,False,True,False,True
61,3490.5,3,3,3,3,4,5,4,4,4,4,4,5,4,4,73,22.0,1,True,False,False,False,False
57,1302.0,2,2,2,4,5,3,3,1,1,2,1,4,1,1,50,0.0,0,False,False,True,True,False
35,2385.0,3,3,3,1,2,3,2,2,4,2,3,3,2,2,59,0.0,0,True,True,False,True,False
44,2992.5,2,5,5,5,2,2,2,2,3,3,3,3,3,2,99,45.0,0,True,False,False,False,False
38,844.5,1,5,1,5,1,1,1,1,1,4,5,4,3,1,159,117.0,0,True,True,False,True,False
58,3306.0,1,1,1,1,2,5,5,4,4,4,4,5,4,3,63,21.0,1,True,False,False,False,False
37,1768.5,4,1,1,1,4,4,3,4,1,5,2,1,2,4,50,0.0,1,False,False,False,True,False
42,355.5,4,5,4,5,1,4,1,1,5,5,5,3,5,1,50,0.0,1,True,False,True,True,False
75,2418.0,2,2,2,2,4,3,3,2,2,2,2,3,2,2,50,0.0,0,False,False,False,False,False
51,348.0,4,5,5,5,4,4,4,4,2,1,2,5,3,4,52,1.0,1,False,False,False,False,True
43,1293.0,4,3,4,3,2,4,2,2,3,4,3,3,3,2,56,4.0,0,True,False,True,True,False
24,1987.5,1,2,1,3,2,1,2,2,4,2,4,1,4,2,50,0.0,0,True,False,True,True,False
51,1612.5,2,1,1,3,4,1,4,4,1,3,4,3,3,4,71,73.0,0,False,True,False,False,True
49,3633.0,3,3,3,3,1,3,1,1,4,4,4,4,5,1,66,0.0,0,False,True,False,False,False
32,886.5,4,0,4,1,2,4,2,2,5,4,5,3,4,2,50,0.0,1,False,True,False,True,False
69,2110.5,1,1,1,1,1,1,1,1,4,5,4,1,4,1,60,0.0,0,True,False,False,True,False
51,1203.0,1,4,2,4,1,2,1,1,4,4,3,3,1,1,51,0.0,0,False,False,True,True,False
73,718.5,3,3,3,3,3,5,5,4,4,4,4,4,4,4,50,0.0,1,False,False,False,False,False
57,3391.5,5,5,5,5,3,5,5,4,4,5,4,5,4,3,50,0.0,1,True,False,False,False,False
80,453.0,1,1,1,1,5,1,3,4,4,4,4,5,4,2,50,0.0,1,False,False,False,False,False
45,1603.5,3,3,3,3,5,5,5,5,3,2,1,5,4,5,50,0.0,1,False,False,False,False,False
35,351.0,4,5,4,1,1,4,1,1,4,3,4,5,4,1,51,25.0,1,True,True,False,False,False
49,462.0,4,0,4,4,4,4,4,4,1,3,1,3,4,4,50,5.0,0,True,True,False,True,False
72,1575.0,1,5,2,4,5,2,5,5,4,2,4,3,5,5,70,13.0,0,True,False,True,True,False
39,358.5,2,5,0,4,2,0,3,2,4,2,4,3,5,2,83,16.0,0,True,False,True,True,False
55,2985.0,3,4,3,3,4,3,4,4,4,4,4,5,4,5,57,0.0,1,False,False,False,False,False
56,5853.0,2,2,2,2,5,4,4,5,5,5,5,5,5,4,50,0.0,1,False,False,False,False,False
38,1795.5,2,2,2,1,5,2,5,5,4,3,4,3,5,5,50,0.0,0,True,True,False,True,False
50,159.0,4,4,0,1,2,5,5,4,4,0,5,3,4,5,50,0.0,1,False,False,True,False,False
37,2230.5,2,2,2,3,2,2,2,2,3,3,4,5,4,2,90,27.0,0,True,True,False,True,False
46,4984.5,2,2,2,2,5,5,5,5,4,4,5,4,5,5,63,11.0,1,False,False,False,False,False
52,670.5,1,1,1,1,5,4,4,3,3,3,3,4,3,4,50,0.0,1,False,False,False,False,False
51,1078.5,2,2,2,2,5,2,5,5,4,4,4,3,5,5,57,2.0,0,False,True,False,False,False
54,885.0,5,5,5,5,4,5,5,4,4,4,4,4,4,5,71,18.0,1,False,False,False,False,False
71,100.5,2,0,2,3,3,2,3,3,3,5,2,3,1,3,50,16.0,0,False,True,False,True,False
68,2968.5,5,5,5,5,4,5,4,3,3,4,3,5,3,4,59,0.0,1,True,False,False,False,False
58,4762.5,1,3,3,3,5,3,4,1,1,1,1,3,1,1,104,55.0,0,False,False,False,False,False
65,2083.5,1,5,1,3,4,1,4,4,5,1,1,5,4,4,70,7.0,0,True,False,True,False,True
38,405.0,2,3,3,1,1,3,1,1,1,1,1,1,4,1,63,20.0,0,True,True,False,True,False
54,2896.5,1,1,1,1,2,5,5,4,4,4,4,4,4,4,133,95.0,1,False,False,False,False,False
63,357.0,4,4,4,1,4,4,4,4,4,5,1,5,1,4,124,109.0,1,False,True,False,False,True
71,3259.5,3,3,3,3,4,5,3,4,4,4,4,5,4,3,50,0.0,1,True,False,False,False,False
38,3598.5,5,3,3,3,5,5,3,5,5,5,3,4,5,5,50,0.0,1,False,False,False,True,False
57,4056.0,5,5,5,5,2,3,5,5,5,5,5,5,5,4,50,0.0,1,False,False,False,False,False
67,5137.5,1,2,2,2,1,4,4,1,1,1,1,2,1,4,120,64.0,0,False,False,False,False,False
63,3138.0,3,3,3,2,5,3,5,5,4,5,5,3,4,5,58,0.0,0,True,True,False,False,False
62,5622.0,4,4,4,4,3,5,5,4,4,4,4,3,4,4,54,16.0,1,False,False,False,False,False
73,2791.5,3,3,3,3,5,4,4,3,3,3,3,1,3,4,50,0.0,0,False,False,False,False,False
61,646.5,2,5,5,3,3,5,4,3,3,5,3,4,3,4,50,0.0,0,False,False,True,True,False
45,826.5,2,1,3,3,3,3,5,3,2,3,3,1,4,3,50,0.0,0,True,False,True,True,False
77,487.5,2,3,3,3,5,4,4,2,2,1,2,3,2,2,61,0.0,0,False,False,False,False,False
59,2773.5,3,2,2,2,4,2,3,3,3,3,3,4,3,2,50,0.0,0,False,False,False,False,True
53,579.0,2,1,1,2,2,1,2,2,3,1,2,3,1,2,75,17.0,0,False,True,False,True,False
37,1291.5,4,5,4,3,4,4,4,4,5,3,4,4,5,4,50,0.0,0,False,False,True,True,False
35,1779.0,5,5,5,5,5,5,5,5,3,5,4,4,5,5,55,0.0,1,False,False,False,False,False
53,969.0,2,2,2,2,2,4,4,5,5,5,5,3,5,5,50,0.0,1,False,False,False,False,False
53,3922.5,3,5,5,5,5,4,3,3,3,3,3,1,3,1,50,0.0,0,False,False,False,False,False
61,3781.5,2,3,2,4,3,4,4,2,2,2,2,4,2,3,50,0.0,0,False,False,True,True,False
49,240.0,3,5,5,5,3,3,3,3,2,3,3,1,2,3,50,0.0,0,True,False,False,True,False
42,505.5,4,2,4,4,4,4,4,4,3,4,4,2,4,4,50,0.0,0,False,False,True,False,True
37,876.0,2,5,2,1,4,2,4,4,4,3,4,4,5,4,55,14.0,0,False,True,False,True,False
84,942.0,3,4,4,3,2,4,2,2,5,3,4,5,4,2,50,0.0,0,True,False,True,True,False
69,3451.5,3,3,3,3,5,5,5,2,2,2,2,3,2,5,50,0.0,1,False,False,False,False,False
45,255.0,3,0,4,2,3,4,3,3,4,2,2,2,5,3,50,0.0,0,False,True,False,True,False
37,1530.0,3,2,2,4,2,3,3,1,5,3,3,3,4,3,173,134.0,0,True,True,False,True,False
39,2275.5,2,2,2,4,3,2,3,3,3,4,4,1,3,3,63,0.0,0,False,True,False,True,False
51,774.0,2,3,3,3,2,2,2,2,3,4,3,3,4,2,51,0.0,0,True,False,False,True,False
74,5868.0,4,4,4,4,4,5,5,5,5,4,5,5,5,3,175,121.0,1,True,False,False,False,False
54,634.5,1,0,1,3,2,1,2,2,1,1,5,5,1,2,64,21.0,0,True,True,False,True,False
50,1266.0,5,4,4,4,5,5,5,5,3,1,4,1,2,5,82,19.0,1,False,False,False,True,False
75,5028.0,3,3,3,3,2,3,4,3,3,3,3,4,3,1,50,2.0,0,True,False,False,False,False
47,4576.5,5,5,5,5,2,2,2,2,5,5,2,2,3,2,50,0.0,1,False,False,False,False,False
35,1713.0,4,4,4,5,5,4,5,5,5,5,4,4,4,5,50,0.0,1,False,True,False,True,False
64,2248.5,1,2,0,4,5,4,4,1,1,0,1,3,1,1,53,0.0,0,False,False,True,True,False
27,3273.0,3,1,3,3,2,3,3,2,1,3,4,4,4,2,52,0.0,0,True,False,True,True,False
39,163.5,0,0,1,3,4,1,4,4,5,4,5,4,5,4,50,0.0,1,False,True,False,False,False
23,885.0,2,2,2,3,5,2,5,5,3,2,3,4,4,5,50,0.0,0,True,False,True,True,False
76,324.0,4,4,4,4,3,5,1,4,4,4,4,2,4,2,50,0.0,1,False,False,False,True,False
55,375.0,2,2,2,2,4,3,3,2,2,2,2,3,2,1,50,0.0,0,False,False,False,False,False
70,1155.0,1,1,2,1,4,4,4,2,2,2,2,5,2,4,59,13.0,1,True,False,False,False,False
24,387.0,3,1,3,3,1,3,1,1,2,4,3,3,4,1,86,43.0,0,False,False,True,True,False
63,3327.0,3,3,3,3,1,2,4,2,2,3,2,4,2,1,50,0.0,0,False,False,True,True,False
33,3208.5,3,1,1,1,3,2,3,3,2,2,3,1,3,3,50,0.0,0,False,False,False,False,False
51,552.0,2,2,2,2,2,2,2,2,4,4,5,3,5,2,50,0.0,0,True,True,False,False,False
75,2520.0,1,5,5,5,1,1,1,1,5,3,2,1,3,1,250,172.0,0,True,False,False,False,False
68,153.0,1,5,1,3,3,1,3,3,3,2,5,4,4,3,57,18.0,0,True,False,True,True,False
53,3847.5,3,3,3,3,4,4,5,2,2,2,2,3,2,4,92,37.0,1,True,False,False,False,False
41,268.5,1,5,1,2,2,1,5,2,2,4,2,2,4,2,50,0.0,0,True,False,True,True,False
56,1548.0,2,2,2,2,5,4,4,5,5,5,5,5,5,3,50,0.0,1,True,False,False,False,False
53,321.0,3,1,1,1,3,3,3,3,3,1,4,3,3,3,50,14.0,0,False,False,False,True,False
73,228.0,2,4,2,2,4,5,4,1,1,2,1,4,1,5,50,0.0,0,False,False,True,True,False
48,3550.5,3,5,3,4,2,3,2,2,3,3,4,5,4,2,114,39.0,0,True,False,True,False,False
75,4246.5,3,3,3,3,2,5,5,4,4,4,4,3,4,3,50,0.0,1,True,False,False,False,False
59,420.0,1,1,1,3,3,1,3,3,3,5,5,5,4,3,50,0.0,0,False,True,False,False,False
51,2805.0,3,3,3,3,2,1,3,4,4,4,4,4,4,4,50,0.0,1,False,False,False,False,False
74,762.0,3,3,3,4,4,3,4,4,2,1,3,1,4,4,50,0.0,0,False,True,False,False,True
59,621.0,1,3,3,3,4,3,2,1,1,1,1,4,1,1,70,13.0,0,False,False,False,True,False
54,151.5,4,3,3,3,4,5,4,4,2,4,5,4,4,4,50,0.0,1,True,False,False,True,False
63,1168.5,4,5,4,2,4,2,1,4,3,5,5,1,4,1,269,223.0,0,False,False,True,False,True
34,1363.5,4,3,3,3,4,4,1,4,4,2,4,2,3,4,100,41.0,0,False,False,False,False,True
52,4897.5,2,2,2,2,2,5,4,5,5,5,4,4,5,2,50,0.0,1,True,False,False,False,False
63,3816.0,1,1,1,1,4,5,4,5,5,5,5,5,5,5,50,0.0,1,False,False,False,False,False
40,1276.5,4,4,4,1,2,4,2,2,5,4,4,5,4,2,50,0.0,0,True,False,True,False,True
41,1750.5,1,1,1,3,4,1,4,4,1,1,2,3,4,4,50,2.0,0,True,True,False,False,False
63,1176.0,1,4,4,4,1,3,2,1,1,1,1,4,1,2,50,0.0,0,False,False,False,True,False
27,555.0,1,3,1,2,1,1,1,1,2,5,5,4,2,1,50,0.0,0,False,False,True,True,False
47,5817.0,4,2,4,4,4,4,4,4,4,5,4,5,5,4,50,0.0,1,False,False,False,False,False
75,336.0,2,4,2,4,5,2,5,5,1,5,3,2,4,5,50,0.0,0,True,False,True,True,False
76,5176.5,1,1,1,1,4,4,5,2,2,2,2,5,2,3,63,15.0,1,True,False,False,False,False
84,1363.5,2,3,2,4,5,3,3,5,5,2,5,4,5,4,65,10.0,0,False,False,True,True,False
40,453.0,2,0,2,5,4,2,4,4,1,4,3,5,3,4,50,0.0,0,True,True,False,False,True
64,1293.0,5,5,5,5,4,4,4,5,5,5,5,4,5,4,111,44.0,1,False,False,False,False,False
63,3573.0,3,1,3,3,2,4,5,3,3,3,3,4,3,5,80,31.0,1,False,False,False,False,False
73,2934.0,2,2,2,2,2,4,4,5,5,5,5,4,5,5,63,14.0,1,False,False,False,False,False
57,5511.0,1,1,1,1,4,4,5,5,5,5,5,5,5,4,50,0.0,1,False,False,False,False,False
